Area Name,Area Type,SOC Title,Standard Occupational Classification (SOC),SOC Major Group,SOC Classification,2022 Estimated Employment,2032 Projected Employment,Change,Percent Change,Annualized Percent Growth (Grow Rate),Exits,Transfers,Openings,Mean Annual,Entry Annual,25th Percentile Anual,Median Annual,75th Percentile Annual,Experienced Annual,Typical Education Required for Entry,Typical Work Experience Required in Related Occupation,Typical On-the-Job Training Required to Achieve Competency
Kentucky,State Level,Total All occupations,000000,00,All,2049528,2146969,97441,4.7543,0.4656,1005096,1288925,2391462,54030,24880,31600,43730,62060,89810,,,
Kentucky,State Level,Management Occupations,110000,11,1st Degree,132055,142022,9967,7.5476,0.7303,38848,64583,113398,105980,43870,61360,91230,129120,176720,,,
Kentucky,State Level,Chief Executives,111011,11,,3830,3536,-294,-7.6762,-0.7955,1138,1279,2123,220200,86710,120360,171990,,,Bachelor's degree,5 years or more,None
Kentucky,State Level,General and Operations Managers,111021,11,,51299,54502,3203,6.2438,0.6075,13172,28413,44788,97500,36740,52440,78890,122510,172840,Bachelor's degree,5 years or more,None
Kentucky,State Level,Advertising and Promotions Managers,112011,11,,457,468,11,2.407,0.2381,96,308,415,86070,51490,67270,81600,101930,109600,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Marketing Managers,112021,11,,2295,2445,150,6.5359,0.6351,563,1284,1997,124670,60520,83230,115390,161150,198820,Bachelor's degree,5 years or more,None
Kentucky,State Level,Sales Managers,112022,11,,8164,8569,405,4.9608,0.4853,2036,4019,6460,125280,56790,76300,109300,157360,210000,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Public Relations Managers,112032,11,,467,488,21,4.4968,0.4408,108,210,339,112270,59500,78250,99620,138310,172100,Bachelor's degree,5 years or more,None
Kentucky,State Level,Fundraising Managers,112033,11,,211,222,11,5.2133,0.5095,49,95,155,110740,55950,70460,102380,136390,180630,Bachelor's degree,5 years or more,None
Kentucky,State Level,Administrative Services Managers,113012,11,,2449,2608,159,6.4924,0.631,886,1045,2090,108370,56370,72170,99640,130160,170980,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Facilities Managers,113013,11,,1200,1267,67,5.5833,0.5448,396,529,992,91010,44520,60440,87150,115650,141520,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Computer and Information Systems Managers,113021,11,,2438,2784,346,14.192,1.336,508,1158,2012,135610,74500,100070,128350,162590,204470,Bachelor's degree,5 years or more,None
Kentucky,State Level,Financial Managers,113031,11,,6422,7486,1064,16.568,1.5449,1790,2838,5692,132350,64080,89160,122770,160490,209800,Bachelor's degree,5 years or more,None
Kentucky,State Level,Industrial Production Managers,113051,11,,4384,4651,267,6.0903,0.593,1093,1929,3289,110400,57540,80330,103740,132690,168890,Bachelor's degree,5 years or more,None
Kentucky,State Level,Purchasing Managers,113061,11,,545,584,39,7.156,0.6935,162,248,449,118140,70890,88270,109990,139340,169920,Bachelor's degree,5 years or more,None
Kentucky,State Level,"Transportation, Storage, and Distribution Managers",113071,11,,2763,3163,400,14.477,1.3612,836,1483,2719,96200,51400,67080,88290,115040,146080,High school diploma or equivalent,5 years or more,None
Kentucky,State Level,Compensation and Benefits Managers,113111,11,,144,146,2,1.3889,0.138,34,55,91,149340,66290,78480,105480,147780,,Bachelor's degree,5 years or more,None
Kentucky,State Level,Human Resources Managers,113121,11,,2255,2367,112,4.9667,0.4859,658,1049,1819,117890,67610,86280,111130,132170,170040,Bachelor's degree,5 years or more,None
Kentucky,State Level,Training and Development Managers,113131,11,,333,370,37,11.1111,1.0592,85,182,304,97980,58440,77080,95170,121320,133500,Bachelor's degree,5 years or more,None
Kentucky,State Level,"Farmers, Ranchers, and Other Agricultural Managers",119013,11,,4454,4530,76,1.7063,0.1693,3139,1496,4711,71330,24300,47610,63290,81930,128650,High school diploma or equivalent,5 years or more,None
Kentucky,State Level,"Education and Childcare Administrators, Preschool and Daycare",119031,11,,528,519,-9,-1.7045,-0.1718,143,201,335,44880,30330,35370,38230,50870,62810,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,"Education Administrators, Kindergarten through Secondary",119032,11,,4295,4365,70,1.6298,0.1618,1182,1660,2912,93520,67120,81920,89770,105910,128620,Master's degree,5 years or more,None
Kentucky,State Level,"Education Administrators, Postsecondary",119033,11,,1314,1368,54,4.1096,0.4036,366,514,934,118510,52870,72140,102020,132760,216910,Master's degree,Less than 5 years,None
Kentucky,State Level,"Education Administrators, All Other",119039,11,,567,568,1,0.1764,0.0176,155,218,374,89920,52310,75360,93540,107390,117310,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Architectural and Engineering Managers,119041,11,,1312,1405,93,7.0884,0.6872,268,579,940,137220,90650,109750,129690,163140,187440,Bachelor's degree,5 years or more,None
Kentucky,State Level,Food Service Managers,119051,11,,2047,2166,119,5.8134,0.5667,769,1550,2438,62980,39000,44990,61260,74910,92430,High school diploma or equivalent,Less than 5 years,Short-term on-the-job training
Kentucky,State Level,Gambling Managers,119071,11,,17,17,0,0,0,7,11,18,107970,49880,63480,94630,152480,193400,High school diploma or equivalent,Less than 5 years,None
Kentucky,State Level,Lodging Managers,119081,11,,115,128,13,11.3043,1.0767,46,71,130,58720,34490,40400,51520,73430,80430,High school diploma or equivalent,Less than 5 years,None
Kentucky,State Level,Medical and Health Services Managers,119111,11,,9659,12440,2781,28.7918,2.5626,3076,4570,10427,109640,57110,74740,97550,126380,172440,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Natural Sciences Managers,119121,11,,269,278,9,3.3457,0.3296,66,122,197,122570,66290,77750,111610,154870,203970,Bachelor's degree,5 years or more,None
Kentucky,State Level,Postmasters and Mail Superintendents,119131,11,,211,191,-20,-9.4787,-0.9909,61,84,125,92750,82990,85730,91150,96990,104940,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Kentucky,State Level,"Property, Real Estate, and Community Association Managers",119141,11,,4420,4577,157,3.552,0.3497,1891,1529,3577,53810,30110,38310,48790,64670,78260,High school diploma or equivalent,Less than 5 years,Short-term on-the-job training
Kentucky,State Level,Social and Community Service Managers,119151,11,,1473,1587,114,7.7393,0.7482,494,683,1291,68110,43160,49980,62750,80090,99760,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Emergency Management Directors,119161,11,,121,126,5,4.1322,0.4057,32,51,88,75440,39480,48570,65750,91850,126270,Bachelor's degree,5 years or more,None
Kentucky,State Level,Funeral Home Managers,119171,11,,1685,1706,21,1.2463,0.1239,517,708,1246,57500,31470,43640,45150,63120,95990,Associate degree,Less than 5 years,None
Kentucky,State Level,"Managers, All Other",119199,11,,7237,7549,312,4.3112,0.423,2256,3089,5657,120390,51230,77340,113100,151300,188840,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Business and Financial Operations Occupations,130000,13,1st Degree,93329,98528,5199,5.5706,0.5436,29220,45539,79958,73360,39130,49910,65000,85650,109520,,,
Kentucky,State Level,"Agents and Business Managers of Artists, Performers, and Athletes",131011,13,,55,57,2,3.6364,0.3578,23,29,54,,,,,,,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Buyers and Purchasing Agents,131020,13,,4683,4453,-230,-4.9114,-0.5023,1692,2416,3878,67570,39870,49300,63190,79940,101520,Bachelor's degree,None,Moderate-term on-the-job training
Kentucky,State Level,"Claims Adjusters, Examiners, and Investigators",131031,13,,3361,3199,-162,-4.82,-0.4928,838,1353,2029,70790,38470,50870,70380,82480,102900,High school diploma or equivalent,None,Long-term on-the-job training
Kentucky,State Level,"Insurance Appraisers, Auto Damage",131032,13,,217,208,-9,-4.1475,-0.4227,54,88,133,73980,61830,66510,74810,77440,91150,Postsecondary nondegree award,None,Moderate-term on-the-job training
Kentucky,State Level,Compliance Officers,131041,13,,5131,5392,261,5.0867,0.4974,1817,2172,4250,67970,37690,48560,63210,84540,103500,Bachelor's degree,None,Moderate-term on-the-job training
Kentucky,State Level,Cost Estimators,131051,13,,2024,1989,-35,-1.7292,-0.1743,649,994,1608,70460,40000,50140,65090,84590,108810,Bachelor's degree,None,Moderate-term on-the-job training
Kentucky,State Level,Human Resources Specialists,131071,13,,9903,10442,539,5.4428,0.5314,3040,5276,8855,66160,38650,47750,61650,78810,98210,Bachelor's degree,None,None
Kentucky,State Level,Labor Relations Specialists,131075,13,,2025,1995,-30,-1.4815,-0.1491,601,1043,1614,55030,15620,20480,60320,68940,90300,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Logisticians,131081,13,,2171,2659,488,22.4781,2.0483,652,1254,2394,72010,44780,52050,65820,83220,106880,Bachelor's degree,None,None
Kentucky,State Level,Project Management Specialists,131082,13,,7536,7986,450,5.9713,0.5817,1776,3572,5798,87760,47660,62500,81180,105610,130250,Bachelor's degree,None,None
Kentucky,State Level,Management Analysts,131111,13,,4131,4542,411,9.9492,0.953,1493,1996,3900,90240,57120,62700,82130,104500,130830,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,"Meeting, Convention, and Event Planners",131121,13,,1035,1110,75,7.2464,0.702,438,672,1185,49190,31200,36570,45660,55150,73390,Bachelor's degree,None,None
Kentucky,State Level,Fundraisers,131131,13,,1674,1743,69,4.1219,0.4047,510,735,1314,58080,35010,40970,51780,73110,87790,Bachelor's degree,None,None
Kentucky,State Level,"Compensation, Benefits, and Job Analysis Specialists",131141,13,,1143,1284,141,12.336,1.17,357,479,977,59940,36660,44540,53330,68140,85830,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Training and Development Specialists,131151,13,,4498,4852,354,7.8702,0.7605,1420,2455,4229,61340,36230,44770,55030,74700,94260,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Market Research Analysts and Marketing Specialists,131161,13,,6614,7537,923,13.9552,1.3149,2216,4117,7256,64600,35670,45280,59630,80200,98130,Bachelor's degree,None,None
Kentucky,State Level,"Business Operations Specialists, All Other",131199,13,,7852,8190,338,4.3046,0.4223,2669,4161,7168,75850,43760,54480,70430,90640,111610,Bachelor's degree,None,None
Kentucky,State Level,Accountants and Auditors,132011,13,,13068,13710,642,4.9128,0.4807,4133,6063,10838,74730,45200,55770,67210,86420,109670,Bachelor's degree,None,None
Kentucky,State Level,Budget Analysts,132031,13,,673,689,16,2.3774,0.2352,198,243,457,73220,47550,56210,71260,88340,102150,Bachelor's degree,None,None
Kentucky,State Level,Credit Analysts,132041,13,,1010,978,-32,-3.1683,-0.3214,226,458,652,82210,45300,57520,74640,97730,127570,Bachelor's degree,None,None
Kentucky,State Level,Financial and Investment Analysts,132051,13,,1637,1785,148,9.0409,0.8693,368,701,1217,74340,47850,48370,61590,83610,112940,Bachelor's degree,None,None
Kentucky,State Level,Personal Financial Advisors,132052,13,,3714,4210,496,13.3549,1.2614,1069,1366,2931,133470,38620,59910,77950,144190,,Bachelor's degree,None,Long-term on-the-job training
Kentucky,State Level,Financial Risk Specialists,132054,13,,616,668,52,8.4416,0.8137,148,267,467,86690,48790,61640,81450,101050,131520,Bachelor's degree,None,None
Kentucky,State Level,Financial Examiners,132061,13,,558,663,105,18.8172,1.7391,193,235,533,79370,43880,54310,68550,96120,131560,Bachelor's degree,None,Long-term on-the-job training
Kentucky,State Level,Credit Counselors,132071,13,,384,401,17,4.4271,0.4341,104,160,281,46010,25050,36950,41980,53110,63930,Bachelor's degree,None,Moderate-term on-the-job training
Kentucky,State Level,Loan Officers,132072,13,,3652,3800,148,4.0526,0.3981,988,1517,2653,71580,33350,46130,64100,82150,112570,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
Kentucky,State Level,"Tax Examiners and Collectors, and Revenue Agents",132081,13,,1345,1323,-22,-1.6357,-0.1648,474,508,960,54730,34300,43760,51040,61590,74420,Bachelor's degree,None,Moderate-term on-the-job training
Kentucky,State Level,Tax Preparers,132082,13,,1076,1095,19,1.7658,0.1752,605,600,1224,44520,24120,27980,37380,47830,70650,High school diploma or equivalent,None,Moderate-term on-the-job training
Kentucky,State Level,"Financial Specialists, All Other",132099,13,,781,809,28,3.5851,0.3529,183,331,542,65820,37590,40250,61080,82690,103520,Bachelor's degree,None,None
Kentucky,State Level,Computer and Mathematical Occupations,150000,15,1st Degree,40424,45571,5147,12.7325,1.2057,9775,15855,30777,84790,43060,55890,79620,105490,133800,,,
Kentucky,State Level,Computer Systems Analysts,151211,15,,4111,4487,376,9.1462,0.879,1076,1429,2881,83040,41640,57910,80980,101280,127960,Bachelor's degree,None,None
Kentucky,State Level,Information Security Analysts,151212,15,,1233,1603,370,30.0081,2.659,309,521,1200,96810,51020,66550,92580,121390,149520,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Computer and Information Research Scientists,151221,15,,263,326,63,23.9544,2.1707,73,111,247,107290,81330,97250,116250,116250,116250,Master's degree,None,None
Kentucky,State Level,Computer Network Support Specialists,151231,15,,2654,2848,194,7.3097,0.708,676,1129,1999,69320,43710,50860,63540,79710,103230,Associate degree,None,Moderate-term on-the-job training
Kentucky,State Level,Computer User Support Specialists,151232,15,,7367,7760,393,5.3346,0.5211,1858,3105,5356,54980,36210,43060,51200,61980,77330,"Some college, no degree",None,Moderate-term on-the-job training
Kentucky,State Level,Computer Network Architects,151241,15,,970,1000,30,3.0928,0.3051,179,337,546,109030,63160,76250,102780,134980,164220,Bachelor's degree,5 years or more,None
Kentucky,State Level,Database Administrators,151242,15,,803,854,51,6.3512,0.6177,210,266,527,83570,44490,57570,78810,104070,130660,Bachelor's degree,None,None
Kentucky,State Level,Database Architects,151243,15,,769,824,55,7.1521,0.6932,202,256,513,99270,53490,64790,88930,127750,158030,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,Network and Computer Systems Administrators,151244,15,,3397,3527,130,3.8269,0.3763,707,1205,2042,83840,48130,62670,80690,101010,126480,Bachelor's degree,None,None
Kentucky,State Level,Computer Programmers,151251,15,,1440,1292,-148,-10.2778,-1.0787,337,486,675,97450,59500,74980,88910,116330,158030,Bachelor's degree,None,None
Kentucky,State Level,Software Developers,151252,15,,6652,8258,1606,24.1431,2.1862,1279,2667,5552,106070,66950,83990,103030,127540,150960,Bachelor's degree,None,None
Kentucky,State Level,Software Quality Assurance Analysts and Testers,151253,15,,1305,1551,246,18.8506,1.742,360,510,1116,75120,34660,47120,76500,94580,112390,Bachelor's degree,None,None
Kentucky,State Level,Web Developers,151254,15,,740,861,121,16.3514,1.526,157,334,612,75670,36600,52530,68860,96500,113490,Bachelor's degree,None,None
Kentucky,State Level,Web and Digital Interface Designers,151255,15,,612,693,81,13.2353,1.2507,182,277,540,95110,45050,57400,111660,126620,130680,Bachelor's degree,None,None
Kentucky,State Level,"Computer Occupations, All Other",151299,15,,4340,4834,494,11.3825,1.0838,1111,1725,3330,89750,39550,58220,85570,114900,143540,Bachelor's degree,None,None
Kentucky,State Level,Operations Research Analysts,152031,15,,1211,1463,252,20.8092,1.9084,384,417,1053,81970,52110,64950,78000,96330,107530,Bachelor's degree,None,None
Kentucky,State Level,Statisticians,152041,15,,129,168,39,30.2326,2.6767,34,54,127,100220,45580,80250,95940,130780,143540,Master's degree,None,None
Kentucky,State Level,"Mathematical Science Occupations, All Other",152099,15,,96,98,2,2.0833,0.2064,22,35,59,50610,36610,43780,46180,54160,62880,Bachelor's degree,None,None
Kentucky,State Level,Architecture and Engineering Occupations,170000,17,1st Degree,28111,30376,2265,8.0573,0.7779,8559,11313,22137,81240,43700,57410,78330,100720,124850,,,
Kentucky,State Level,"Architects, Except Landscape and Naval",171011,17,,675,704,29,4.2963,0.4215,202,213,444,93020,45920,64010,91100,121920,127760,Bachelor's degree,None,Internship/residency
Kentucky,State Level,Landscape Architects,171012,17,,187,191,4,2.139,0.2119,70,74,148,76540,41550,57060,73060,97710,120730,Bachelor's degree,None,Internship/residency
Kentucky,State Level,Cartographers and Photogrammetrists,171021,17,,167,176,9,5.3892,0.5263,53,54,116,65580,43530,52480,65430,79100,86290,Bachelor's degree,None,None
Kentucky,State Level,Surveyors,171022,17,,719,751,32,4.4506,0.4364,225,233,490,56410,36660,41780,48470,65300,89540,Bachelor's degree,None,Internship/residency
Kentucky,State Level,Aerospace Engineers,172011,17,,459,510,51,11.1111,1.0592,110,140,301,115960,87990,99710,107730,135320,150630,Bachelor's degree,None,None
Kentucky,State Level,Bioengineers and Biomedical Engineers,172031,17,,100,105,5,5,0.4891,18,39,62,100080,79480,82000,99350,117260,139880,Bachelor's degree,None,None
Kentucky,State Level,Chemical Engineers,172041,17,,174,192,18,10.3448,0.9893,40,55,113,110400,76760,92410,112210,126100,145250,Bachelor's degree,None,None
Kentucky,State Level,Civil Engineers,172051,17,,2862,2995,133,4.6471,0.4553,629,1084,1846,93880,58680,73020,90580,112660,129330,Bachelor's degree,None,None
Kentucky,State Level,Electrical Engineers,172071,17,,1446,1520,74,5.1176,0.5003,344,440,858,87810,47220,62400,83190,104560,129240,Bachelor's degree,None,None
Kentucky,State Level,"Electronics Engineers, Except Computer",172072,17,,486,541,55,11.3169,1.0779,119,152,326,95730,59800,75620,94060,107780,133070,Bachelor's degree,None,None
Kentucky,State Level,Environmental Engineers,172081,17,,415,429,14,3.3735,0.3323,127,140,281,102700,62510,75520,99380,124440,150040,Bachelor's degree,None,None
Kentucky,State Level,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",172111,17,,257,267,10,3.8911,0.3825,64,79,153,89680,49110,75460,88390,104060,127180,Bachelor's degree,None,None
Kentucky,State Level,Industrial Engineers,172112,17,,5527,6628,1101,19.9204,1.8332,1478,1844,4423,91010,59660,75340,84980,104650,127180,Bachelor's degree,None,None
Kentucky,State Level,Materials Engineers,172131,17,,334,372,38,11.3772,1.0834,97,114,249,97740,74150,80550,99830,110620,125290,Bachelor's degree,None,None
Kentucky,State Level,Mechanical Engineers,172141,17,,2780,3202,422,15.1799,1.4233,664,959,2045,98900,65650,77630,95820,116420,132080,Bachelor's degree,None,None
Kentucky,State Level,"Mining and Geological Engineers, Including Mining Safety Engineers",172151,17,,199,180,-19,-9.5477,-0.9985,36,69,86,100760,63820,78180,102020,111900,134080,Bachelor's degree,None,None
Kentucky,State Level,Nuclear Engineers,172161,17,,44,47,3,6.8182,0.6618,11,15,29,,,,,,,Bachelor's degree,None,None
Kentucky,State Level,Petroleum Engineers,172171,17,,53,53,0,0,0,10,19,29,109220,74290,92140,106450,120670,155190,Bachelor's degree,None,None
Kentucky,State Level,"Engineers, All Other",172199,17,,1307,1374,67,5.1262,0.5012,320,438,825,88790,46110,66470,84340,107420,129520,Bachelor's degree,None,None
Kentucky,State Level,Architectural and Civil Drafters,173011,17,,633,638,5,0.7899,0.0787,263,323,591,57050,36930,44360,53760,64570,80000,Associate degree,None,None
Kentucky,State Level,Electrical and Electronics Drafters,173012,17,,297,307,10,3.367,0.3317,106,138,254,60850,38040,49320,59160,74690,83180,Associate degree,None,None
Kentucky,State Level,Mechanical Drafters,173013,17,,586,567,-19,-3.2423,-0.3291,202,264,447,70070,47730,57410,62980,81050,93790,Associate degree,None,None
Kentucky,State Level,"Drafters, All Other",173019,17,,589,565,-24,-4.0747,-0.4151,202,264,442,48130,38380,38690,44650,49830,62960,Associate degree,None,None
Kentucky,State Level,Civil Engineering Technologists and Technicians,173022,17,,2706,2735,29,1.0717,0.1067,1035,1406,2470,47070,38490,40410,45190,50270,57410,Associate degree,None,None
Kentucky,State Level,Electrical and Electronic Engineering Technologists and Technicians,173023,17,,1236,1276,40,3.2362,0.319,639,563,1242,67890,44700,50500,67540,78920,89870,Associate degree,None,None
Kentucky,State Level,Electro-Mechanical and Mechatronics Technologists and Technicians,173024,17,,129,125,-4,-3.1008,-0.3145,48,66,110,60850,43630,47640,54960,74740,80130,Associate degree,None,None
Kentucky,State Level,Environmental Engineering Technologists and Technicians,173025,17,,416,413,-3,-0.7212,-0.0724,158,214,369,56060,37670,42560,48860,75180,78810,Associate degree,None,None
Kentucky,State Level,Industrial Engineering Technologists and Technicians,173026,17,,1286,1391,105,8.1649,0.788,509,692,1306,61710,40620,48120,61610,72940,79990,Associate degree,None,None
Kentucky,State Level,Mechanical Engineering Technologists and Technicians,173027,17,,387,395,8,2.0672,0.2048,149,202,359,67780,47030,59650,64470,79060,94750,Associate degree,None,None
Kentucky,State Level,"Engineering Technologists and Technicians, Except Drafters, All Other",173029,17,,508,524,16,3.1496,0.3106,196,267,479,57580,28290,37070,57740,72690,85570,Associate degree,None,None
Kentucky,State Level,Surveying and Mapping Technicians,173031,17,,808,838,30,3.7129,0.3652,344,611,985,49820,30420,36570,46540,59450,78280,High school diploma or equivalent,None,Moderate-term on-the-job training
Kentucky,State Level,"Life, Physical, and Social Science Occupations",190000,19,1st Degree,14307,15304,997,6.9686,0.6759,3270,10038,14305,69820,38740,47670,62700,82910,107990,,,
Kentucky,State Level,Food Scientists and Technologists,191012,19,,233,247,14,6.0086,0.5852,36,149,199,72380,39380,56010,73660,81410,102680,Bachelor's degree,None,None
Kentucky,State Level,Soil and Plant Scientists,191013,19,,157,166,9,5.7325,0.559,25,100,134,64060,35930,47160,63650,80020,89910,Bachelor's degree,None,None
Kentucky,State Level,Biochemists and Biophysicists,191021,19,,75,81,6,8,0.7726,13,44,63,93900,53890,62250,75500,90070,195950,Doctoral or professional degree,None,None
Kentucky,State Level,Microbiologists,191022,19,,134,139,5,3.7313,0.367,22,76,103,63870,45860,48150,54140,71210,89810,Bachelor's degree,None,None
Kentucky,State Level,Zoologists and Wildlife Biologists,191023,19,,138,141,3,2.1739,0.2153,23,78,104,56210,40430,45750,54120,63110,67750,Bachelor's degree,None,None
Kentucky,State Level,"Biological Scientists, All Other",191029,19,,326,333,7,2.1472,0.2127,54,184,245,73870,46360,50830,69100,87530,106390,Bachelor's degree,None,None
Kentucky,State Level,Conservation Scientists,191031,19,,200,208,8,4,0.393,36,124,168,66100,41450,46350,59590,88340,96620,Bachelor's degree,None,None
Kentucky,State Level,Foresters,191032,19,,124,124,0,0,0,22,76,98,55270,39310,39500,44880,67750,79350,Bachelor's degree,None,None
Kentucky,State Level,"Medical Scientists, Except Epidemiologists",191042,19,,454,512,58,12.7753,1.2095,56,187,301,85390,52260,59410,65620,86960,151420,Doctoral or professional degree,None,None
Kentucky,State Level,"Life Scientists, All Other",191099,19,,130,132,2,1.5385,0.1528,15,51,68,69650,57220,62440,64460,71360,82830,Bachelor's degree,None,None
Kentucky,State Level,Physicists,192012,19,,61,62,1,1.6393,0.1627,15,21,37,131130,52820,93670,126160,177110,214340,Doctoral or professional degree,None,None
Kentucky,State Level,Atmospheric and Space Scientists,192021,19,,94,92,-2,-2.1277,-0.2148,12,61,71,77780,37180,49810,71410,107660,128020,Bachelor's degree,None,None
Kentucky,State Level,Chemists,192031,19,,432,464,32,7.4074,0.7171,68,235,335,82110,48250,58680,79200,98870,119420,Bachelor's degree,None,None
Kentucky,State Level,"Environmental Scientists and Specialists, Including Health",192041,19,,1077,1128,51,4.7354,0.4637,177,678,906,61800,39420,46110,54310,73790,94510,Bachelor's degree,None,None
Kentucky,State Level,"Geoscientists, Except Hydrologists and Geographers",192042,19,,246,259,13,5.2846,0.5163,34,159,206,71040,39830,46920,62910,86880,108750,Bachelor's degree,None,None
Kentucky,State Level,"Physical Scientists, All Other",192099,19,,278,290,12,4.3165,0.4235,36,148,196,74990,40040,50200,63710,91100,103180,Bachelor's degree,None,None
Kentucky,State Level,Economists,193011,19,,206,221,15,7.2816,0.7053,32,95,142,82000,41860,54680,70800,96940,160840,Master's degree,None,None
Kentucky,State Level,Survey Researchers,193022,19,,43,42,-1,-2.3256,-0.235,8,27,34,75930,48450,56670,75470,97850,103090,Master's degree,None,None
Kentucky,State Level,Clinical and Counseling Psychologists,193033,19,,536,601,65,12.1269,1.1512,119,148,332,105140,38740,47670,95130,130350,180270,Doctoral or professional degree,None,Internship/residency
Kentucky,State Level,School Psychologists,193034,19,,492,499,7,1.4228,0.1414,87,230,324,72480,54310,63020,68380,82170,89870,Master's degree,None,Internship/residency
Kentucky,State Level,"Psychologists, All Other",193039,19,,752,784,32,4.2553,0.4176,228,253,513,110560,78310,102590,118190,121470,129940,Master's degree,None,Internship/residency
Kentucky,State Level,Urban and Regional Planners,193051,19,,269,284,15,5.5762,0.5441,66,149,230,61400,40280,48130,55390,75270,87870,Master's degree,None,None
Kentucky,State Level,Anthropologists and Archeologists,193091,19,,73,75,2,2.7397,0.2707,13,46,61,62970,29520,43870,57120,81110,98490,Master's degree,None,None
Kentucky,State Level,Historians,193093,19,,21,22,1,4.7619,0.4663,4,13,18,55580,42710,48470,49570,61980,80750,Master's degree,None,None
Kentucky,State Level,"Social Scientists and Related Workers, All Other",193099,19,,391,387,-4,-1.023,-0.1028,69,244,309,73960,48010,54790,76000,89810,99380,Bachelor's degree,None,None
Kentucky,State Level,Agricultural Technicians,194012,19,,324,346,22,6.7901,0.6591,88,359,469,47420,28410,29220,43910,58200,70480,Associate degree,None,Moderate-term on-the-job training
Kentucky,State Level,Food Science Technicians,194013,19,,228,238,10,4.386,0.4302,61,249,320,52860,32970,42660,49300,61880,67980,Associate degree,None,Moderate-term on-the-job training
Kentucky,State Level,Biological Technicians,194021,19,,372,397,25,6.7204,0.6525,124,345,494,41920,30900,33900,40130,47050,54770,Bachelor's degree,None,None
Kentucky,State Level,Chemical Technicians,194031,19,,661,681,20,3.0257,0.2985,140,631,791,55070,37030,42270,50850,63800,77420,Associate degree,None,Moderate-term on-the-job training
Kentucky,State Level,"Environmental Science and Protection Technicians, Including Health",194042,19,,228,243,15,6.5789,0.6392,42,196,253,57000,30260,35920,49570,75860,91950,Associate degree,None,None
Kentucky,State Level,"Geological Technicians, Except Hydrologic Technicians",194043,19,,187,196,9,4.8128,0.4712,34,159,202,61870,34580,37440,55820,78030,105210,Associate degree,None,Moderate-term on-the-job training
Kentucky,State Level,Social Science Research Assistants,194061,19,,273,289,16,5.8608,0.5712,79,261,356,69140,46180,48940,62750,77670,124270,Bachelor's degree,None,None
Kentucky,State Level,Forest and Conservation Technicians,194071,19,,246,247,1,0.4065,0.0406,70,229,300,42630,25680,31550,37690,51710,64540,Associate degree,None,None
Kentucky,State Level,Forensic Science Technicians,194092,19,,40,46,6,15,1.4074,12,40,58,54030,41790,49130,54560,56750,67140,Bachelor's degree,None,Moderate-term on-the-job training
Kentucky,State Level,"Life, Physical, and Social Science Technicians, All Other",194099,19,,1885,1995,110,5.8355,0.5688,549,1800,2459,57880,33110,39430,51790,64600,94390,Associate degree,None,None
Kentucky,State Level,Occupational Health and Safety Specialists,195011,19,,1864,2132,268,14.3777,1.3524,561,1531,2360,74510,41210,54120,72210,93870,106950,Bachelor's degree,None,None
Kentucky,State Level,Occupational Health and Safety Technicians,195012,19,,442,530,88,19.9095,1.8323,137,373,598,64040,41230,50450,61270,75630,88930,High school diploma or equivalent,None,Moderate-term on-the-job training
Kentucky,State Level,Community and Social Service Occupations,210000,21,1st Degree,34780,38144,3364,9.6722,0.9275,13250,17162,33776,50230,31160,36470,45490,59910,77220,,,
Kentucky,State Level,"Educational, Guidance, and Career Counselors and Advisors",211012,21,,4531,4802,271,5.981,0.5826,1403,1884,3558,59320,36510,45950,58490,73390,81770,Master's degree,None,None
Kentucky,State Level,Marriage and Family Therapists,211013,21,,609,718,109,17.8982,1.6601,223,195,527,55690,31020,43440,54300,62220,79310,Master's degree,None,Internship/residency
Kentucky,State Level,Rehabilitation Counselors,211015,21,,1020,1107,87,8.5294,0.8219,346,469,902,43710,29760,35240,37610,50700,64960,Master's degree,None,None
Kentucky,State Level,"Substance abuse, behavioral disorder, and mental health counselors",211018,21,,6269,7608,1339,21.3591,1.9547,2496,3202,7037,53690,30910,36020,47060,64130,84630,Bachelor's degree,None,None
Kentucky,State Level,"Counselors, All Other",211019,21,,263,309,46,17.4905,1.6249,119,144,309,52370,34940,41540,48210,57380,90880,Master's degree,None,None
